iter	Logloss
182	0.2501124628
183	0.2500937609
184	0.2500703105
185	0.2500439478
186	0.2500259065
187	0.2500091338
188	0.2499825089
189	0.249954517
190	0.2499075897
191	0.2498865529
192	0.2498677998
193	0.2498491806
194	0.249829544
195	0.2498090418
196	0.2497856022
197	0.2497586374
198	0.2497333871
199	0.2497165596
200	0.2496983051
201	0.2496832548
202	0.2496608729
203	0.2496435603
204	0.2496020236
205	0.2495769348
206	0.2495574027
207	0.2495374034
208	0.2495206736
209	0.2494870159
210	0.2494575512
211	0.2494445124
212	0.2494279877
213	0.249414589
214	0.2494035072
215	0.2493804385
216	0.2493589221
217	0.2493457985
218	0.2493158438
219	0.2492769225
220	0.2492620027
221	0.2492364248
222	0.2492123767
223	0.2491941905
224	0.249173839
225	0.2491564051
226	0.2491441007
227	0.2491280881
228	0.2491197496
229	0.2491006933
230	0.2490825157
231	0.2490587567
232	0.2490399857
233	0.2490196522
234	0.2490038315
235	0.2489844047
236	0.248968399
237	0.2489518675
238	0.2489328646
239	0.2489054169
240	0.2488871502
241	0.2488724672
242	0.2488552944
243	0.2488419761
244	0.2488220272
245	0.2487921202
246	0.2487760439
247	0.2487547422
248	0.2487366027
249	0.248712592
250	0.2486991409
251	0.2486846489
252	0.2486727109
253	0.2486598319
254	0.2486454035
255	0.2486339711
256	0.24861341
257	0.2486006753
258	0.2485703839
259	0.2485508578
260	0.2485215167
261	0.2485085012
262	0.2484924243
263	0.2484816642
264	0.248465494
265	0.248449641
266	0.2484337558
267	0.2484179027
268	0.2484059158
269	0.2483931224
270	0.2483757164
271	0.2483614519
272	0.248348429
273	0.2483311752
274	0.2483089348
275	0.2482906297
276	0.2482720003
277	0.2482580867
278	0.2482435742
279	0.2482233416
280	0.2482073325
281	0.2481803803
282	0.2481525049
283	0.2481360257
284	0.2481197866
285	0.2481022607
286	0.2480852106
287	0.2480674707
288	0.2480475406
289	0.2480336569
290	0.2480092212
291	0.247992019
292	0.2479738216
293	0.247954502
294	0.2479428358
295	0.2479260687
296	0.2479110058
297	0.2478977048
298	0.2478833054
299	0.2478695314
300	0.247855879
301	0.2478354242
302	0.2478199359
303	0.2478103833
304	0.247794467
305	0.247762418
306	0.2477495052
307	0.2477261371
308	0.2476943259
309	0.2476767762
310	0.2476556589
311	0.2476413676
312	0.2476237749
313	0.2476136039
314	0.2476008964
315	0.2475806479
316	0.2475629814
317	0.2475499631
318	0.2475305093
319	0.2475148305
320	0.2475041991
321	0.2474889148
322	0.2474745066
323	0.2474511733
324	0.2474371733
325	0.2474211027
326	0.2474045517
327	0.2473857316
328	0.2473740824
329	0.2473602321
330	0.2473521666
331	0.2473371566
332	0.2473204066
333	0.2473115586
334	0.2473114081
335	0.2472965176
336	0.2472731751
337	0.2472565085
338	0.2472419637
339	0.2472306357
340	0.2472205306
341	0.247204417
342	0.247193799
343	0.2471936578
344	0.2471738132
345	0.247161155
346	0.2471554238
347	0.2471402793
348	0.2471245832
349	0.247113281
350	0.2471007587
351	0.2470879648
352	0.2470769954
353	0.2470656628
354	0.2470549125
355	0.2470417957
356	0.2470410494
357	0.2470275194
358	0.2470177354
359	0.2470039157
360	0.2469862879
361	0.2469745858
362	0.2469571889
363	0.2469445974
364	0.2469311445
365	0.2469175334
366	0.2469047254
367	0.2468911721
368	0.2468770401
369	0.246876967
370	0.2468688674
371	0.2468536613
372	0.2468239415
373	0.2468095853
374	0.2467950449
375	0.2467778429
376	0.2467634035
377	0.246751429
378	0.2467394365
379	0.2467256359
380	0.2467171483
381	0.2467016892
382	0.2466912195
383	0.2466780447
384	0.2466606933
385	0.2466462126
386	0.2466142761
387	0.2466034683
388	0.2465916571
389	0.2465791266
390	0.2465680224
391	0.2465533767
392	0.2465447428
393	0.2465336438
394	0.2465216324
395	0.2465126544
396	0.2465005889
397	0.246491109
398	0.2464775108
399	0.2464659037
400	0.2464545937
401	0.2464424327
402	0.2464267529
403	0.2464149448
404	0.2463998135
405	0.2463759996
406	0.2463639551
407	0.2463507943
408	0.246334945
409	0.2463231167
410	0.2463035802
411	0.2462925569
412	0.2462861882
413	0.2462677131
414	0.246256044
415	0.2462395616
416	0.2462322729
417	0.24622174
418	0.2462126397
419	0.2462015839
420	0.2461894511
421	0.2461756042
422	0.2461655636
423	0.2461447311
424	0.2461287547
425	0.2461196387
426	0.2461084959
427	0.2460809184
428	0.2460686923
429	0.2460493002
430	0.2460307566
431	0.2460241351
432	0.2460105438
433	0.2459996729
434	0.2459911034
435	0.2459760617
436	0.2459760538
437	0.2459539879
438	0.2459436787
439	0.245935081
440	0.2459214822
441	0.245904728
442	0.2458891264
443	0.2458740204
444	0.2458583435
445	0.2458402369
446	0.2458283638
447	0.2458185575
448	0.2458090922
449	0.2457979138
450	0.245781497
451	0.2457643867
452	0.2457534354
453	0.2457434096
454	0.2457341967
455	0.2457231691
456	0.2457138526
457	0.2456990478
458	0.2456831884
459	0.2456715691
460	0.2456567773
461	0.2456506368
462	0.2456198246
463	0.2456064418
464	0.2455978689
465	0.2455875298
466	0.2455809597
467	0.2455706652
468	0.2455706643
469	0.2455614424
470	0.2455484583
471	0.2455384474
472	0.245523616
473	0.245511067
474	0.2455110657
475	0.2455034302
476	0.2454898092
477	0.2454765848
478	0.2454704768
479	0.2454569094
480	0.2454467579
481	0.2454355691
482	0.2454181744
483	0.2454065366
484	0.2453951645
485	0.2453865736
486	0.2453726337
487	0.2453636257
488	0.2453491582
489	0.2453430222
490	0.2453305097
491	0.2453305001
492	0.2453157851
493	0.2452965716
494	0.2452907355
495	0.2452799791
496	0.2452729111
497	0.2452553888
498	0.2452370861
499	0.2452246128
500	0.2451915923
501	0.2451685344
502	0.2451565678
503	0.245142167
504	0.2451420837
505	0.2451277699
506	0.2451269681
507	0.2451137338
508	0.2451055393
509	0.245096428
510	0.2450888943
511	0.2450740633
512	0.2450636482
513	0.2450550657
514	0.245044363
515	0.245037552
516	0.2450279045
517	0.2450081495
518	0.2450081399
519	0.2449931693
520	0.2449765109
521	0.2449653045
522	0.2449572245
523	0.2449441293
524	0.2449270604
525	0.2449181085
526	0.2449094764
527	0.2448871538
528	0.2448791318
529	0.2448645375
530	0.2448498773
531	0.2448367881
532	0.2448255209
533	0.2448173014
534	0.2447916083
535	0.2447862689
536	0.2447748287
537	0.2447608078
538	0.244746456
539	0.2447264508
540	0.2447044839
541	0.2446940451
542	0.2446854135
543	0.2446719452
544	0.2446595793
545	0.2446489604
546	0.2446362889
547	0.2446248659
548	0.2446158463
549	0.2446044293
550	0.2446000569
551	0.2445875672
552	0.2445791116
553	0.2445667382
554	0.2445537701
555	0.2445418555
556	0.2445321069
557	0.2445220003
558	0.2445105676
559	0.2445035508
560	0.2444891096
561	0.2444765666
562	0.244464199
563	0.2444511722
564	0.2444356282
565	0.2444244621
566	0.2444090797
567	0.2443957161
568	0.2443875423
569	0.2443726777
570	0.2443625532
571	0.244351837
572	0.2443323534
573	0.2443218186
574	0.2443119198
575	0.2443119132
576	0.2443013389
577	0.2442875281
578	0.2442768878
579	0.2442625267
580	0.2442625143
581	0.2442493
582	0.2442387209
583	0.2442296497
584	0.2442224712
585	0.2442145945
586	0.2442017153
587	0.2441860026
588	0.24417379
589	0.2441578483
590	0.2441458499
591	0.2441451244
592	0.2441310848
593	0.2441189905
594	0.2441179742
595	0.2441066342
596	0.2440948324
597	0.2440838799
598	0.2440731233
599	0.2440555411
600	0.2440425117
601	0.2440322502
602	0.2440234057
603	0.2440082102
604	0.2439955522
605	0.2439853479
606	0.2439828788
607	0.2439828389
608	0.243969693
609	0.2439623495
610	0.243954147
611	0.2439483334
612	0.2439423996
613	0.2439313704
614	0.2439232451
615	0.2439087413
616	0.2438987473
617	0.2438874157
618	0.243874211
619	0.2438614028
620	0.2438504494
621	0.2438385335
622	0.243830212
623	0.2438167678
624	0.2438056217
625	0.2437958509
626	0.2437849576
627	0.2437763068
628	0.243771778
629	0.2437621684
630	0.243753383
631	0.243741792
632	0.2437265836
633	0.2437170001
634	0.2437020209
635	0.2436913211
636	0.2436897103
637	0.2436769421
638	0.2436657193
639	0.243655365
640	0.2436469823
641	0.2436374925
642	0.2436249413
643	0.2436172338
644	0.2436073721
645	0.243598115
646	0.2435831312
647	0.2435746823
648	0.2435663736
649	0.2435576508
650	0.2435445725
651	0.2435332518
652	0.2435231829
653	0.2435140878
654	0.2435030927
655	0.2434938944
656	0.2434843356
657	0.2434780267
658	0.2434780163
659	0.243465632
660	0.243454494
661	0.2434426025
662	0.2434290451
663	0.2434181253
664	0.2434050891
665	0.2434045726
666	0.2433891306
667	0.2433734437
668	0.2433596471
669	0.2433572841
670	0.2433423465
671	0.2433324113
672	0.2433186741
673	0.2433079755
674	0.2432965053
675	0.2432847104
676	0.2432716571
677	0.2432544561
678	0.2432430785
679	0.243229763
680	0.2432208005
681	0.2432130072
682	0.2432027444
683	0.2431892218
684	0.2431720734
685	0.2431617742
686	0.2431533008
687	0.2431461241
688	0.2431317469
689	0.2431210487
690	0.2431102672
691	0.2431022986
692	0.2430919436
693	0.2430914818
694	0.2430855807
695	0.2430733072
696	0.2430630005
697	0.2430514631
698	0.243039396
699	0.2430295513
700	0.2430230633
701	0.2430108125
702	0.2429984342
703	0.2429864244
704	0.2429769455
705	0.242963962
706	0.2429477343
707	0.2429382636
708	0.2429313925
709	0.2429166078
710	0.2429070324
711	0.2428917379
712	0.2428839302
713	0.2428795471
714	0.2428795323
715	0.2428727906
716	0.2428624708
717	0.2428516497
718	0.2428425146
719	0.2428362477
720	0.2428247551
721	0.2428103844
722	0.2427996726
723	0.2427993709
724	0.2427862125
725	0.2427773329
726	0.2427686418
727	0.2427588329
728	0.2427499213
729	0.2427389592
730	0.2427223119
731	0.2427126468
732	0.2427048283
733	0.242695676
734	0.2426863545
735	0.2426802521
736	0.2426707172
737	0.2426609492
738	0.2426513864
739	0.2426409103
740	0.2426294976
741	0.2426121871
742	0.2426121868
743	0.2426019881
744	0.2425914977
745	0.2425782471
746	0.2425619146
747	0.2425498275
748	0.2425412464
749	0.2425355937
750	0.2425254455
751	0.2425150495
752	0.2425049459
753	0.2424952165
754	0.2424850185
755	0.242478474
756	0.2424682559
757	0.2424584933
758	0.2424444772
759	0.2424359763
760	0.2424262437
761	0.2424256284
762	0.2424127729
763	0.2424042053
764	0.2423944152
765	0.2423825497
766	0.2423739922
767	0.2423644312
768	0.2423560099
769	0.2423517153
770	0.2423430398
771	0.2423304749
772	0.2423214591
773	0.242314038
774	0.2423040599
775	0.2422901481
776	0.2422838768
777	0.2422836636
778	0.2422769426
779	0.2422662511
780	0.242258711
781	0.2422474295
782	0.2422370652
783	0.2422263514
784	0.2422161414
785	0.2422117048
786	0.2421981595
787	0.2421898554
788	0.2421808156
789	0.2421740113
790	0.2421571026
791	0.2421474449
792	0.2421393708
793	0.2421263363
794	0.2421111689
795	0.2421012122
796	0.2420960399
797	0.2420847181
798	0.2420723926
799	0.2420624066
800	0.2420544683
801	0.2420447347
802	0.2420345061
803	0.2420239139
804	0.2420080502
805	0.2420024859
806	0.2419929106
807	0.2419835322
808	0.2419702955
809	0.2419620904
810	0.2419505376
811	0.24194389
812	0.2419319911
813	0.2419319849
814	0.2419243898
815	0.241914092
816	0.2419012278
817	0.2418909214
818	0.2418843214
819	0.2418644888
820	0.2418528693
821	0.2418451527
822	0.2418310666
823	0.2418217676
824	0.2418080444
825	0.2417956169
826	0.2417852147
827	0.2417766969
828	0.2417684355
829	0.2417557025
830	0.2417529636
831	0.2417417079
832	0.2417254335
833	0.241713717
834	0.2417059725
835	0.2416932515
836	0.2416854835
837	0.2416787436
838	0.2416699442
839	0.2416635954
840	0.2416503449
841	0.2416412125
842	0.241630551
843	0.2416192867
844	0.2416079845
845	0.2416026649
846	0.2415887581
847	0.2415797849
848	0.2415660117
849	0.2415660087
850	0.2415660084
851	0.2415565354
852	0.241546495
853	0.2415335038
854	0.2415135437
855	0.2415043822
856	0.2414961341
857	0.2414847581
858	0.2414740702
859	0.2414666176
860	0.2414660328
861	0.2414595208
862	0.24145395
863	0.241445111
864	0.2414348857
865	0.2414259701
866	0.2414152322
867	0.2414151072
868	0.2414076727
869	0.2413985228
870	0.2413985209
871	0.2413869204
872	0.2413869022
873	0.2413790976
874	0.2413695296
875	0.2413583341
876	0.2413583338
877	0.2413491498
878	0.2413460706
879	0.2413380624
880	0.2413378647
881	0.2413281487
882	0.2413195695
883	0.2413082982
884	0.2412982038
885	0.241291659
886	0.2412852024
887	0.2412711364
888	0.2412627575
889	0.2412437239
890	0.2412340085
891	0.2412268079
892	0.2412168639
893	0.2412074617
894	0.2411967946
895	0.2411877923
896	0.2411833691
897	0.2411833258
898	0.2411747611
899	0.2411659063
900	0.2411513618
901	0.2411513495
902	0.2411438134
903	0.2411358538
904	0.2411358415
905	0.241126407
906	0.2411205552
907	0.2411120608
908	0.2410991476
909	0.2410930422
910	0.2410792329
911	0.2410688364
912	0.2410552527
913	0.2410439788
914	0.2410401441
915	0.2410401428
916	0.2410325485
917	0.2410219305
918	0.241009457
919	0.2410083151
920	0.2409997749
921	0.2409886719
922	0.2409804544
923	0.2409804532
924	0.2409683954
925	0.2409531492
926	0.2409360703
927	0.2409277359
928	0.2409164348
929	0.2409074192
930	0.2408961528
931	0.2408890022
932	0.2408814957
933	0.2408758202
934	0.2408620921
935	0.2408532905
936	0.2408532803
937	0.2408449408
938	0.2408449381
939	0.2408361105
940	0.2408278022
941	0.2408213898
942	0.2408105381
943	0.2408001731
944	0.2407900917
945	0.2407828639
946	0.2407753183
947	0.240766115
948	0.2407654198
949	0.2407585503
950	0.2407543114
951	0.2407448118
952	0.2407326261
953	0.2407210503
954	0.2407120003
955	0.2406997976
956	0.2406911532
957	0.2406791025
958	0.2406703493
959	0.2406582635
960	0.2406495105
961	0.2406441792
962	0.2406422166
963	0.240630309
964	0.240630295
965	0.2406210673
966	0.240607637
967	0.2405973162
968	0.2405857319
969	0.2405763775
970	0.2405636925
971	0.2405545104
972	0.2405387826
973	0.2405268138
974	0.2405165963
975	0.2405068436
976	0.240500698
977	0.2404940989
978	0.2404826363
979	0.2404807496
980	0.2404720279
981	0.2404720047
982	0.2404605208
983	0.2404504426
984	0.2404370758
985	0.2404286377
986	0.2404198562
987	0.2404091072
988	0.2404030502
989	0.2403966059
990	0.2403902904
991	0.2403820761
992	0.2403768151
993	0.2403768109
994	0.2403669785
995	0.2403570677
996	0.2403479222
997	0.2403475399
998	0.2403442099
999	0.2403344248
1000	0.2403215439
1001	0.2403068451
1002	0.2403008529
1003	0.24029321
1004	0.240278082
1005	0.2402694183
1006	0.2402688452
1007	0.2402688246
1008	0.240259312
1009	0.2402501079
1010	0.2402360993
1011	0.2402254915
1012	0.2402134121
1013	0.2402000458
1014	0.2401951808
1015	0.2401830832
1016	0.2401757581
1017	0.2401682227
1018	0.2401583901
1019	0.2401467975
1020	0.2401387575
1021	0.2401292482
1022	0.2401210474
1023	0.2401162024
1024	0.2401011123
1025	0.2400891341
1026	0.2400820319
1027	0.2400820306
1028	0.2400705677
1029	0.2400586151
1030	0.2400461788
1031	0.2400447834
1032	0.2400358612
1033	0.240026747
1034	0.2400189162
1035	0.2400189008
1036	0.2400093171
1037	0.2400008327
1038	0.2399889828
1039	0.2399869176
1040	0.2399785367
1041	0.2399713563
1042	0.2399612058
1043	0.2399606214
1044	0.239949962
1045	0.2399392896
1046	0.2399216934
1047	0.2399129425
1048	0.239908126
1049	0.2398974969
1050	0.2398866553
1051	0.2398785069
1052	0.2398707239
1053	0.2398657932
1054	0.2398559489
1055	0.2398463056
1056	0.2398350157
1057	0.239825673
1058	0.2398099624
1059	0.2397994696
1060	0.2397879797
1061	0.2397821447
1062	0.2397724697
1063	0.239763248
1064	0.2397541758
1065	0.2397470404
1066	0.2397464754
1067	0.2397391383
1068	0.2397359634
1069	0.2397221557
1070	0.2397148993
1071	0.2397078207
1072	0.2397035575
1073	0.239694724
1074	0.2396841152
1075	0.2396841013
1076	0.2396840984
1077	0.2396840977
1078	0.2396762085
1079	0.2396685982
1080	0.2396685811
1081	0.2396543219
1082	0.2396454306
1083	0.2396354023
1084	0.2396323835
1085	0.2396219321
1086	0.2396171172
1087	0.2396129246
1088	0.2396017733
1089	0.2396006974
1090	0.2395913073
1091	0.2395817581
1092	0.2395722836
1093	0.239563319
1094	0.2395554642
1095	0.2395483984
1096	0.2395396322
1097	0.2395278165
1098	0.2395170378
1099	0.2395128086
1100	0.239507142
1101	0.2394979095
1102	0.2394839975
1103	0.2394831677
1104	0.2394740936
1105	0.2394667975
1106	0.2394558267
1107	0.2394485711
1108	0.2394399096
1109	0.2394303151
1110	0.2394186211
1111	0.2394077217
1112	0.2394073182
1113	0.2394049995
1114	0.2393999629
1115	0.239387999
1116	0.2393839116
1117	0.2393760144
1118	0.2393653265
1119	0.2393653176
1120	0.2393559088
1121	0.2393470186
1122	0.2393405428
1123	0.2393286155
1124	0.2393157404
1125	0.2393052801
1126	0.2392947106
1127	0.2392808625
1128	0.2392710402
1129	0.2392703826
1130	0.2392624029
1131	0.2392550955
1132	0.2392500544
1133	0.2392500425
1134	0.2392347713
1135	0.2392284325
1136	0.2392139834
1137	0.2392045392
1138	0.2391965956
1139	0.2391844531
1140	0.2391776661
1141	0.239162987
1142	0.2391501608
1143	0.239143305
1144	0.2391333914
1145	0.2391271822
1146	0.2391256915
1147	0.2391177286
1148	0.2391110203
1149	0.2391021741
1150	0.2390921302
1151	0.2390807573
1152	0.2390702916
1153	0.2390702865
1154	0.2390647924
1155	0.2390565239
1156	0.2390498735
1157	0.2390420973
1158	0.2390325172
1159	0.2390244552
1160	0.2390152503
1161	0.2390089275
1162	0.2390083503
1163	0.2390006404
1164	0.2389899089
1165	0.238982451
1166	0.2389676685
1167	0.2389576639
1168	0.2389569578
1169	0.238956956
1170	0.2389481163
1171	0.2389355636
1172	0.2389267156
1173	0.2389267132
1174	0.2389267102
1175	0.2389223091
